link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
918,Acer,,Aphididae,,observed-stomach/gut analysis,"Depa, L.  and Mortitz, E. 2013. Central European Acer- and Salicaceae-feeding aphids of the genus Stomaphis (Insecta: Aphidoidea: Lachnidae) -separate species or populations? Zoological science, 30,  509 - 518,  https://doi.org/10.2108/zsj.30.509",Acer,NA,Sapindaceae,Sapindales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
919,Salicaceae,,Aphididae,,observed-stomach/gut analysis,"Depa, L.  and Mortitz, E. 2013. Central European Acer- and Salicaceae-feeding aphids of the genus Stomaphis (Insecta: Aphidoidea: Lachnidae) -separate species or populations? Zoological science, 30,  509 - 518,  https://doi.org/10.2108/zsj.30.509",NA,NA,Salicaceae,Malpighiales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
920,Alnus,,Aphididae,,,"Blackman, R and de Boise, E. 2002. Morphometric correlates of karyotype and host plant in genus Euceraphis (Hempitera: Aphididae). Systematic Entomology, 27, 323-335.",Alnus,Betuloideae,Betulaceae,Fagales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
921,Betula,,Aphididae,,,"Blackman, R and de Boise, E. 2002. Morphometric correlates of karyotype and host plant in genus Euceraphis (Hempitera: Aphididae). Systematic Entomology, 27, 323-335.",Betula,NA,Betulaceae,Fagales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
922,Ericaceae,,Aphididae,,,"Miller, D. 2005.  Ecology and radiation of galling aphids (Tamalia; Hemiptera: Aphididae) on their host plants (Ericaceae). Basic and Applied Ecology 6, 463—469.doi:10.1016/j.baae.2005.07.005",NA,NA,Ericaceae,Ericales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
923,Pinus,,Aphididae,,observed,"Favret, C.  and  Voegtlin, D. 2004. Host based morphometric differentiation in three cinara species, (INSECTA: HEMIPTERA: APHIDIDAE) feeding on PINUS EDULIS and  P. MONOPHYLLA. Western North American Naturalist ,Vol. 64, No. 3 , 364-375 . https://www.jstor.org/stable/41717386",Pinus,Pinoideae,Pinaceae,Pinales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
924,Salix,,Aphididae,,observed,"Tun, K., Minor , M.,  McCormick, A., and Jones, T. 2020  The potential of harlequin ladybird beetle Harmonia axyridis as a predator of the giant willow aphidTuberolachnus salignus: voracity, life history and prey preference.BioControl, 65:313–321 https://doi.org/10.1007/s10526-020-10010-5",Salix  ,Salicoideae,Salicaceae,Malpighiales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
925,Rosaceae,,Aphididae,,observed,"Ferran, A ., Niknam, H., and Lapchin, L. 1996. The use of Harmonia axyridis larvae (Coleoptera: Coccinellidae) against Macrosiphum rosa (Hemiptera: Sternorrhyncha: Aphididae) on rose bushes. European Journal of Entomology, 93,  59 - 67.",NA,NA,Rosaceae,Rosales,NA,producer,NA,NA,Aphidae,Hemiptera,Insecta,herbivore
926,Fabaceae,,Psyllidae,,,"Serbina, L and Burkhardt, D., 2017. Systematics, biogeography and host-plant relationships of the Neotropical jumping plant-louse genus Russelliana (Hemiptera: Psylloidea),  Zootaxa 4266 (1) ",NA,NA,Fabaceae,Fabales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
927,Asteraceae,,Psyllidae,,,"Serbina, L and Burkhardt, D., 2017. Systematics, biogeography and host-plant relationships of the Neotropical jumping plant-louse genus Russelliana (Hemiptera: Psylloidea),  Zootaxa 4266 (1) ",NA,NA,Asteraceae,Asterales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
928,Verbenaceae ,,Psyllidae,,,"Serbina, L and Burkhardt, D., 2017. Systematics, biogeography and host-plant relationships of the Neotropical jumping plant-louse genus Russelliana (Hemiptera: Psylloidea),  Zootaxa 4266 (1) ",NA,NA,Verbenaceae,Lamiales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
929,Solanaceae ,,Psyllidae,,,"Serbina, L and Burkhardt, D., 2017. Systematics, biogeography and host-plant relationships of the Neotropical jumping plant-louse genus Russelliana (Hemiptera: Psylloidea),  Zootaxa 4266 (1) ",NA,NA,Solanaceae,Solanales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
930,Rosaceae ,,Psyllidae,,,"Serbina, L and Burkhardt, D., 2017. Systematics, biogeography and host-plant relationships of the Neotropical jumping plant-louse genus Russelliana (Hemiptera: Psylloidea),  Zootaxa 4266 (1) ",NA,NA,Rosaceae,Rosales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
931,Salix,,Psyllidae,,,Percy D and Cronk Q (2020) Salix transect of Europe: patterns in the distribution of willow-feeding psyllids (Hemiptera: Psylloidea) from Greece to arctic Norway. Biodiversity Data Journal 8: e53788. https://doi.org/10.3897/BDJ.8.e53788,Salix  ,Salicoideae,Salicaceae,Malpighiales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
932,Fraxinus,,Psyllidae,,,"Hassanzadeh-Avval, M., Sadeghi-Namaghi, H. and  Fekrat, L. 2019. Factors influencing functional response, handling time and searching efficiency of Anthocoris minki Dohrn (Hem.:Anthocoridae) as predator of Psyllopsis repens Loginova(Hem.: Psyllidae).Phytoparasitica, 47:341–350,  https://doi.org/10.1007/s12600-019-00739-w",Fraxinus,NA,Oleaceae,Lamiales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
933,Polygonaceae,,Psyllidae,,observed,"Jones, D.  Kurose, D. ,  Shaw, R., Smith, S., and  Bourchier, R. 2023.Leaf- roll gall formation in Reynoutria  bohemica and its implications for biological control with Aphalara itadori. Entomol Exp Appl.171:922–933.  DOI: 10.1111/eea.13368  ",NA,NA,Polygonaceae,Caryophyllales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
934,Cysticus scoparius,,Psyllidae,,observed,"Hogg,  B., Smith, L.,  Moran, P.  and Daane, K. (2016).Post-establishment assessment of host plant specificity of Arytainilla spartiophila (Hemiptera:Psyllidae), an adventive biological control agent of Scotch broom, Cytisus scoparius, BiocontrolScience and Technology, 26:7, 995-1008, DOI: 10.1080/09583157.2016.1178707",Cysticus,Faboideae,Fabaceae,Fabales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
935,Salix,,Psyllidae,,,"Rapisarda C, Weigand AM, Braun P, Eickermann M (2022) First systematic inventory of the jumping plant lice of Luxembourg (Hemiptera, Sternorrhyncha, Psylloidea). Biodiversity Data Journal 10: e77571. https://doi.org/10.3897/BDJ.10.e77571.",Salix  ,Salicoideae,Salicaceae,Malpighiales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
936,Laburnum,,Psyllidae,,observed," Wheeler, A., Hoebeke, E., 2005.  Livilla variegata (Low) (Hemiptera: Sternorrhyncha: Psyllidae) new to North America, with records of three other palearctic psyllids new to Newfoundland. Proceedings of the Entomological Society of Washington,  107,  941 - 946",Laburnum,Faboideae,Fabaceae,Fabales,NA,producer,NA,NA,Psyllidae,Hemiptera,Insecta,herbivore
937,,,Hemiptera (unknown),,,,,,,,,producer,NA,NA,Psyllidae,Hemiptera,Insecta,
938,Ranunculus aquatalis,,Noctuidae,,,DBIFP,Ranunculus,Ranunculoideae,Ranunculaceae,Ranunculales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
939,Epilobium hirsutum,,Noctuidae,,,DBIFP,Epilobium,Onagroideae,Onagraceae,Myrtales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
940,Cirsium palustre,,Noctuidae,,,DBIFP,Cirsium,Carduoideae,Asteraceae,Asterales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
941,Acer pseudoplatanus,,Noctuidae,,,DBIFP,Acer,NA,Sapindaceae,Sapindales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
942,Trifolium repens,,Noctuidae,,,DBIFP,Trifolium,Faboideae,Fabaceae,Fabales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
943,Rumex obtusifolius,,Noctuidae,,,DBIFP,Rumex,Polygonoideae,Polygonaceae,Caryophyllales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
944,Poa,,Noctuidae,,,DBIFP,Poa,Pooideae,Poaceae,Poales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
945,Matricaria discoidea,,Noctuidae,,,DBIFP,Matricaria,Asteroideae,Asteraceae,Asterales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
946,Stellaria media,,Noctuidae,,,DBIFP,Stellaria,NA,Caryophyllaceae,Caryophyllales,NA,producer,NA,NA,Noctuidae,Lepidoptera,Insecta,herbivore
947,Cirsium palustre,,Gortyna flavago,,,DBIFP,Cirsium,Carduoideae,Asteraceae,Asterales,NA,producer,Gortyna,Noctuinae,Noctuidae,Lepidoptera,Insecta,herbivore
948,Lactuca serriola,,Hecatera dysodea,,,DBIFP,Lactuca,Cichorioideae,Asteraceae,Asterales,NA,producer,Hecatera ,Noctuinae,Noctuidae,Lepidoptera,Insecta,herbivore
949,,,Scotopteryx chenopodiata,,,,,,,,,producer,Scotopteryx ,Larentiinae,Geometridae,Lepidoptera,Insecta,herbivore
950,Trifolium repens,,Scopteryx,,,DBIFP,Trifolium,Faboideae,Fabaceae,Fabales,NA,producer,Scotopteryx ,Larentiinae,Geometridae,Lepidoptera,Insecta,
951,Medicago lupulina,,Scotopteryx ,,,DBIFP,Medicago,Faboideae,Fabaceae,Fabales,NA,producer,Scotopteryx ,Larentiinae,Geometridae,Lepidoptera,Insecta,herbivore
952,Rumex obtusifolius,,Geometridae,,,DBIFP,Rumex,Polygonoideae,Polygonaceae,Caryophyllales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
953,Chenopodium album,,Geometridae,,,DBIFP,Chenopodium,Chenopodioideae,Amaranthaceae,Caryophyllales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
954,Plantago major,,Geometridae,,,DBIFP,Plantago,NA,Plantaginaceae,Lamiales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
955,Stellaria media,,Geometridae,,,DBIFP,Stellaria,NA,Caryophyllaceae,Caryophyllales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
956,Galium aparine,,Geometridae,,,DBIFP,Rubieae,Rubioideae,Rubiaceae,Gentianales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
957,Medicago lupulina,,Geometridae,,,DBIFP,Medicago,Faboideae,Fabaceae,Fabales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
958,Epilobium hirsutum,,Geometridae,,,DBIFP,Epilobium,Onagroideae,Onagraceae,Myrtales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
959,Trifolium repens,,Geometridae,,,DBIFP,Trifolium,Faboideae,Fabaceae,Fabales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
960,Sonchus oleraceus,,Geometridae,,,DBIFP,Sonchus,NA,Asteraceae,Asterales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
961,Acer pseudoplatanus,,Geometridae,,,DBIFP,Acer,NA,Sapindaceae,Sapindales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
962,Berberis vulgaris,larvae,Geometridae,,,"Waring, P. 2004. Successes in conserving the Barberry Carpet moth Pareulype berberata (D. and S.) (Geometridae) in England.Journal of Insect Conservation 8: 167–171, ",Berberis,NA,Berberidaceae,Ranunculales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
963,Prunus padus,,Geometridae,,observed,"Heisswolf, A., Kaar, M., Klemola, T.  and Ruohomaki, K. 2010. Local outbreaks of Operophtera brumata and Operophtera fagata cannot be explained by low vulnerability to pupal predation.Agricultural and Forest Entomology (2010), 12, 81–87. DOI: 10.1111/j.1461-9563.2009.00455.x",Prunus,Amygdaloideae,Rosaceae,Rosales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
964,Betula  pendula,,Geometridae,,observed,"Heisswolf, A., Kaar, M., Klemola, T.  and Ruohomaki, K. 2010. Local outbreaks of Operophtera brumata and Operophtera fagata cannot be explained by low vulnerability to pupal predation.Agricultural and Forest Entomology (2010), 12, 81–87. DOI: 10.1111/j.1461-9563.2009.00455.x",Betula,NA,Betulaceae,Fagales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
965,Quercus robur,,Geometridae,,observed,"Heisswolf, A., Kaar, M., Klemola, T.  and Ruohomaki, K. 2010. Local outbreaks of Operophtera brumata and Operophtera fagatacannot be explained by low vulnerability to pupal predation.Agricultural and Forest Entomology (2010), 12, 81–87. DOI: 10.1111/j.1461-9563.2009.00455.x",Quercus,Quercoideae,Fagaceae,Fagales,NA,producer,NA,NA,Geometridae,Lepidoptera,Insecta,herbivore
966,,,Idaea biselata,,,,,,,,,,Idaea,Sterrhinae,Geometridae,Lepidoptera,Insecta,herbivore
967,Stellaria media,,Idea,,,DBIFP,Stellaria,NA,Caryophyllaceae,Caryophyllales,NA,producer,Idaea,Sterrhinae,Geometridae,Lepidoptera,Insecta,herbivore
968,Urtica urens,,Inachis io,,,DBIFP,Urtica,NA,Urticaceae,Rosales,NA,producer,Inachis,"	Nymphalinae",Nymphalidae,Lepidoptera,Insecta,herbivore
969,Cirsium vulgare,,Nymphalidae,,,DBIFP,Cirsium,Carduoideae,Asteraceae,Asterales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
970,Cirsium palustre,,Nymphalidae,,,DBIFP,Cirsium,Carduoideae,Asteraceae,Asterales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
971,Rumex obtusifolius,,Nymphalidae,,,DBIFP,Rumex,Polygonoideae,Polygonaceae,Caryophyllales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
972,Urtica urens,,Nymphalidae,,,DBIFP,Urtica,NA,Urticaceae,Rosales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
973,Plantago major,,Nymphalidae,,,DBIFP,Plantago,NA,Plantaginaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
974,Ulmus pumila,,Nymphalidae,,observed,"Williams, A. 2003. Feeding records of caterpillars (Lepidoptera) from Wisconsin prairies and savannas. Great Lakes entomologist, 36,  152 - 155.DOI: https://doi.org/10.22543/0090-0222.2088 ",Ulmus,NA,Ulmaceae,Rosales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
975,Rudbeckia hirta  ,,Nymphalidae,,observed,"Williams, A. 2003. Feeding records of caterpillars (Lepidoptera) from Wisconsin prairies and savannas. Great Lakes entomologist, 36,  152 - 155.DOI: https://doi.org/10.22543/0090-0222.2088 ",Rudbeckia,Asteroideae,Asteraceae,Asterales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
976,Pedicularis lanceolata,,Nymphalidae,,observed,"Williams, A. 2003. Feeding records of caterpillars (Lepidoptera) from Wisconsin prairies and savannas. Great Lakes entomologist, 36,  152 - 155.DOI: https://doi.org/10.22543/0090-0222.2088 ",Pedicularis,NA,Orobanchaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
977,Urtica dioica,,Nymphalidae,,observed,"Wagner, K., Krauss, K.,  and Steffan-Dewenter, L.. 2011. Changes in the life history traits of the European Map butterfly,  Araschnia levana (Lepidoptera: Nymphalidae) with increase in altitude,  Eur. J. Entomol. 108: 447–452.",Urtica,NA,Urticaceae,Rosales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
978,Plantaginaceae,,Nymphalidae,,,"Wahlberg, N. 2001. The Phylogenetics and Biochemistry of Host-Plant Specialization in Melitaeine Butterflies (Lepidoptera: Nymphalidae).Evolution ,  55, No. 3  522-537. https://www.jstor.org/stable/2640513",NA,NA,Plantaginaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
979,Orobanchaceae,,Nymphalidae,,,"Wahlberg, N. 2001. The Phylogenetics and Biochemistry of Host-Plant Specialization in Melitaeine Butterflies (Lepidoptera: Nymphalidae).Evolution ,  55, No. 3  522-537. https://www.jstor.org/stable/2640513",NA,NA,Orobanchaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
980,Asteraceae,,Nymphalidae,,,"Wahlberg, N. 2001. The Phylogenetics and Biochemistry of Host-Plant Specialization in Melitaeine Butterflies (Lepidoptera: Nymphalidae).Evolution ,  55, No. 3  522-537. https://www.jstor.org/stable/2640513",NA,NA,Asteraceae,Asterales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
981,Acanthaceae,,Nymphalidae,,,"Wahlberg, N. 2001. The Phylogenetics and Biochemistry of Host-Plant Specialization in Melitaeine Butterflies (Lepidoptera: Nymphalidae).Evolution ,  55, No. 3  522-537. https://www.jstor.org/stable/2640513",NA,NA,Acanthaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
982,Dipsascus comosu ,larvae,Nymphalidae,,observed,"Pennekamp, F., Monteiro , E., Schmitt, T. 2013. The larval ecology of the butterfly Euphydryas desfontainii (Lepidoptera: Nymphalidae) in SW-Portugal: food plant quantity and quality as main predictors of habitat quality.J Insect Conserv  17:195–206. DOI 10.1007/s10841-012-9497-9",Dipsascus,Dipsacoideae,Caprifoliaceae,Dipsacales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
983,Veronica,,Nymphalidae,,observed,"Schwarzwilder, B.,  Lrrtscher, M.,  Erhardt, A.,  and   Zettel, J. 1997. HABITAT UTILIZATION BY THE HEATH FRITILLARY BUTTERFLY, Mellicta athalia ssp. celadussa (ROTT.)(LEPIDOPTERA: NYMPHALIDAE) IN MONTANE GRASSLANDS OF DIFFERENT MANAGEMENT. Biological Conservation 82 (1997) 157-165",Veronica,NA,Plantaginaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
984,Plantago lanceolata,,Nymphalidae,,observed,"Schwarzwilder, B.,  Lrrtscher, M.,  Erhardt, A.,  and   Zettel, J. 1997. HABITAT UTILIZATION BY THE HEATH FRITILLARY BUTTERFLY, Mellicta athalia ssp. celadussa (ROTT.)(LEPIDOPTERA: NYMPHALIDAE) IN MONTANE GRASSLANDS OF DIFFERENT MANAGEMENT. Biological Conservation 82 (1997) 157-165",Plantago,NA,Plantaginaceae,Lamiales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
985,Succisa pratensis,,Nymphalidae,,,"Smee, M.,  Smyth , W.,  Tunmore, M.,  ffrench-Constant, R., and  Hodgson, D. 2011.Butterflies on the brink: habitat requirements for declinin populations of the marsh fritillary (Euphydryas aurinia) in SW England.J Insect Conserv, 15:153–163 DOI 10.1007/s10841-010-9334-y",Succisa,NA,Caprifoliaceae,Dipsacales,NA,producer,NA,NA,Nymphalidae,Lepidoptera,Insecta,herbivore
986,Phyllonorycter,,Ichneumonidae ,,observed,"Rott, A. and  Godfray, H. 2000. The structure of a leafminer-parasitoid community.Journal of Animal Ecology,69, 274-289",Phyllonorycter,NA,Gracillariidae,Lepidoptera,Insecta,herbivore,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
987,Episyrphus balteatus,larvae,Ichneumonidae ,,,"Frechette, B., ROJO, S. ,ALOMAR, O. and LUCAS, E. 2007. Intraguild predation between syrphids and mirids: who is the prey? Who is the predator? BioControl, 52:175 191. DOI 10.1007/s10526-006-9028-2",Episyrphus,,Syrphidae,Diptera,Insecta,nectivore/predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
988,Vanessa cardui,eggs,Ichneumonidae ,,observed,"Fernanda-Ruiz-Cisneros, M.,  de Jesus Ornelas-Paz,  J.,   Ordonez-Garcia,  M.,  Bustillos-Rodriguez, J.,Perez-Corral, D.,  Ignacio Berlanga-Reyes, D., and Rios-Velasco, C. 2020.First Record of Feeding by Vanessa cardui Caterpillars on Bean Plants and their Parasitism by Lespesia melalophae.  The Southwestern entomologist, 45,  629 - 638",Vanessa,NA,Nymphalidae,Lepidoptera,Insecta,herbivore,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
989,Rubus,adults,Ichneumonidae ,,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Rubus,NA,Rosaceae,Rosales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
990,Galium palustre,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Rubieae,Rubioideae,Rubiaceae,Gentianales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
991,Daucus carota,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Daucus,NA,Apiaceae,Apiales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
992,Heracleum sphondylium,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Heracleum,Apioideae,Apiaceae,Apiales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
993,Angelica sylvestris,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Angelica,Apioideae,Apiaceae,Apiales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
994,Ranunculus repens,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",Ranunculus,NA,Ranunculaceae,Ranunculales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
995,Umbelliferae ,,Ichneumonidae ,adults,observed,"Jervis,  M., Kidd, N.,  Fitton, M.,  Huddleston, Y., and  Dawah, H. (1993) Flower-visiting by hymenopteran parasitoids, Journal of Natural History, 27:1, 67-105, DOI: 10.1080/00222939300770051",NA,NA,Apiaceae,Apiales,NA,producer,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
996,Theridiidae,,Ichneumonidae ,,observed,"Souza-Santiago BK., Messas Y.,, de Padua D.,, Santos A., and Vasconcellos-Neto,J . (2023) Taking care of the enemy: egg predation by the Darwin wasp Tromatobia sp. (Ichneumonidae) on the cobweb spider Chrysso compressa (Araneae, Theridiidae). Journal of Hymenoptera Research 95: 103–112. https://doi.org/10.3897/jhr.95.97029",NA,NA,Theridiidae,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
997,Philodromidae,,Ichneumonidae ,,observed,"Souza-Santiago BK., Messas Y.,, de Padua D.,, Santos A., and Vasconcellos-Neto,J . (2023) Taking care of the enemy: egg predation by the Darwin wasp Tromatobia sp. (Ichneumonidae) on the cobweb spider Chrysso compressa (Araneae, Theridiidae). Journal of Hymenoptera Research 95: 103–112. https://doi.org/10.3897/jhr.95.97029",NA,NA,Philodromidae,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
998,Clubionidae,,Ichneumonidae ,,observed,"Souza-Santiago BK., Messas Y.,, de Padua D.,, Santos A., and Vasconcellos-Neto,J . (2023) Taking care of the enemy: egg predation by the Darwin wasp Tromatobia sp. (Ichneumonidae) on the cobweb spider Chrysso compressa (Araneae, Theridiidae). Journal of Hymenoptera Research 95: 103–112. https://doi.org/10.3897/jhr.95.97029",NA,NA,Clubionidae,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
999,Araneidae ,,Ichneumonidae ,,observed,"Souza-Santiago BK., Messas Y.,, de Padua D.,, Santos A., and Vasconcellos-Neto,J . (2023) Taking care of the enemy: egg predation by the Darwin wasp Tromatobia sp. (Ichneumonidae) on the cobweb spider Chrysso compressa (Araneae, Theridiidae). Journal of Hymenoptera Research 95: 103–112. https://doi.org/10.3897/jhr.95.97029",NA,NA,Araneidae ,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1000,Tetragnatha montana,,Ichneumonidae ,,observed,"Korenko, S.  Korenkova, B.,  Satrapova, J.,  Hamouzova, K., and  Belgers, D. 2015 Modification of Tetragnatha montana (Araneae, Tetragnathidae) web architecture induced bylarva of the parasitoid Acrodactyla quadrisculpta(Hymenoptera, Ichneumonidae, Polysphincta genus-group.Zoological Studies  54:40DOI 10.1186/s40555-015-0119-6",Tetragnatha,NA,Tetragnathidae,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1001,Theridiidae,,Ichneumonidae ,,observed,"Korenko S, Michalkova V, Zwakhals K, Pekar S. 2011. Host specificity and temporal and seasonal shifts in host preference of a web-spider parasitoid Zatypota percontatoria. Journal of Insect Science 11:101 available online: insectscience.org/11.101",NA,NA,Theridiidae,Araneae,Arachnida,predator,NA,NA,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1002,,,Netelia melanura,,,,,,,,,,Netelia,Tryphoninae,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1003,Helicoverpa ,,Netelia ,,observed,"Hossain, Z., Gurr, G.,  Wratten, S. and   Raman, A. 2002. Habitat Manipulation in Lucerne Medicago sativa: Arthropod Population Dynamics in Harvested and 'Refuge' Crop Strips.Journal of Applied Ecology, Vol. 39, No. 3 (Jun., 2002), pp. 445-454.: https://www.jstor.org/stable/827137",Helicoverpa,NA,Noctuidae,Lepidoptera,Insecta,herbivore,Netelia,Tryphoninae,Ichneumonidae ,Hymenoptera,Insecta,Parasite
1004,Aprosthema tardum,,Netelia,,observed,"Shaw, M., Kan, P., Kan-van Limburg Stirum,  B., and  Wahl D. (2022) Biological and morphological studies on the parasitoids (Hymenoptera, Ichneumonidae) of Aprosthema tardum (Klug) (Hymenoptera, Argidae, Sterictiphorinae) in Var, southern France. Journal of Hymenoptera Research 91: 209–263. https://doi.org/10.3897/jhr.91.82107",Aprosthema,NA,Argidae,Hymenoptera,Insecta,herbivore,Netelia,Tryphoninae,Ichneumonidae ,Hymenoptera,Insecta,Parasite
